path,size_bytes,size_mb,deep_terms,result_terms,snippets,priority_score
docs/roca/eeg_gaussian10_arousal_test_oracle_runlog_current.txt,28021,0.0267,,"accuracy,acc,rmse,mae,pearson,arousal,subject,fold,test,validation,baseline",L2: target: arousal || L3: cache: baseline_corrected || L23: === Config gaussian_0p10 | Fold 1/63 | test_subject=1 === || L24: [ORACLE-LEAKAGE MODE] Skipping clean inner validation. The held-out test subject will be used for checkpoint selection. || L25: [ORACLE-LEAKAGE MODE] selected best_epoch=3 using test_subject=1; oracle_test_rmse_scaled=0.9383421343348538 || L26: test rmse=1.8256 dev_rmse=1.8256 dev_pearson=0.22548990392320759 pred_dev_std=0.3767420387397595 || L28: === Config gaussian_0p10 | Fold 2/63 | test_subject=2 === || L29: [ORACLE-LEAKAGE MODE] Skipping clean inner validation. The held-out test subject will be used for checkpoint selection.,11
scripts/roca/05ad_idare_fewshot_calibration_confirmatory_stats.py,27132,0.0259,few-shot,"rmse,ccc,pearson,loss,valence,arousal,subject,test,baseline","L21: PRACTICAL_RMSE_LIFT = 0.02 || L117: def find_subject_col(df: pd.DataFrame) -> str: || L118: for c in [""subject_id"", ""subject"", ""test_subject"", ""participant_id"", ""subj""]: || L121: raise KeyError(f""Could not find a subject column in subject_metrics. Columns={list(df.columns)}"") || L124: def metric_col(df: pd.DataFrame, primary: str, fallback: str = ""rmse"") -> str: || L132: def get_reference_subject_rows(subject: pd.DataFrame, subject_col: str) -> pd.DataFrame: || L140: for target, g in subject.groupby(""target"", dropna=False): || L154: residual_metric = metric_col(chosen, ""residual_rmse"", ""rmse"")",11
scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_failure_analysis_report.sh,26933,0.0257,"representation,loso","accuracy,acc,f1,subject,fold,validation,baseline","L50: OUT_CSV = DOCS / ""idare_failure_analysis_fold_summary.csv"" || L60: ""representation"": ""STIM-BSL-only"", || L67: ""representation"": ""feature-only"", || L74: ""representation"": ""STIM-BSL-only"", || L81: ""representation"": ""STIM-BSL+BSL-stats"", || L88: ""representation"": ""feature-only"", || L95: ""representation"": ""feature+BSL-stats"", || L149: f1s = []",11
docs/roca/deap_stimulus_only_loso_current_subject_metrics.csv,26608,0.0254,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,subject,test","L1: target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,y_true_mean,y_true_std,y_pred_mean,y_pred_std,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high || L2: arousal,global_mean,1,40,2.1161532258064515,2.2138901847788532,,,0.0,5.65975,2.152132067857361,5.140483870967743,0.0,40,0.6,0.5,0.375,0.5,16,24 || L3: arousal,global_mean,2,40,2.6333685483870966,2.983140959524249,,,0.0,5.43825,2.9689508984656516,5.147629032258065,0.0,40,0.6,0.5,0.375,0.5,16,24 || L4: arousal,global_mean,3,40,1.8178540322580645,2.110498290285649,,,0.0,3.73825,1.5199570512024343,5.202467741935484,0.0,40,0.2,0.5,0.16666666666666666,0.5,32,8 || L5: arousal,global_mean,4,40,1.8070149193548386,2.106304273687275,,,0.0,4.2615,1.8927698618691073,5.185588709677419,0.0,40,0.4,0.5,0.2857142857142857,0.5,24,16 || L6: arousal,global_mean,5,40,1.5745693548387099,1.9256238770374803,,,0.0,5.315250000000001,1.918657066153303,5.151596774193549,0.0,40,0.475,0.5,0.3220338983050847,0.5,21,19 || L7: arousal,global_mean,6,40,1.2828951612903225,1.470509047044651,,,0.0,4.79975,1.4235948993656868,5.168225806451614,0.0,40,0.425,0.5,0.2982456140350877,0.5,23,17 || L8: arousal,global_mean,7,40,1.6961548387096772,1.8923400415851461,,,0.0,5.33525,1.8833440836713828,5.150951612903226,0.0,40,0.625,0.5,0.38461538461538464,0.5,15,25",11
docs/roca/deap_stimulus_only_loso_midpoint_high_current_subject_metrics.csv,26558,0.0253,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal,subject,test","L1: target,model,test_subject,n,mae,rmse,pearson,spearman,ccc,y_true_mean,y_true_std,y_pred_mean,y_pred_std,binary_n,accuracy,balanced_accuracy,macro_f1,auroc,n_low,n_high || L2: arousal,global_mean,1,40,2.1161532258064515,2.2138901847788532,,,0.0,5.65975,2.152132067857361,5.140483870967743,0.0,40,0.6,0.5,0.375,0.5,16,24 || L3: arousal,global_mean,2,40,2.6333685483870966,2.983140959524249,,,0.0,5.43825,2.9689508984656516,5.147629032258065,0.0,40,0.6,0.5,0.375,0.5,16,24 || L4: arousal,global_mean,3,40,1.8178540322580645,2.110498290285649,,,0.0,3.73825,1.5199570512024343,5.202467741935484,0.0,40,0.2,0.5,0.16666666666666666,0.5,32,8 || L5: arousal,global_mean,4,40,1.8070149193548386,2.106304273687275,,,0.0,4.2615,1.8927698618691073,5.185588709677419,0.0,40,0.4,0.5,0.2857142857142857,0.5,24,16 || L6: arousal,global_mean,5,40,1.5745693548387099,1.9256238770374803,,,0.0,5.315250000000001,1.918657066153303,5.151596774193549,0.0,40,0.475,0.5,0.3220338983050847,0.5,21,19 || L7: arousal,global_mean,6,40,1.2828951612903225,1.470509047044651,,,0.0,4.79975,1.4235948993656868,5.168225806451614,0.0,40,0.425,0.5,0.2982456140350877,0.5,23,17 || L8: arousal,global_mean,7,40,1.6961548387096772,1.8923400415851461,,,0.0,5.33525,1.8833440836713828,5.150951612903226,0.0,40,0.625,0.5,0.38461538461538464,0.5,15,25",11
scripts/roca/05ak_idare_high_disagreement_personalization_bridge.py,26397,0.0252,representation,"rmse,pearson,loss,valence,arousal,subject,test,validation,baseline","L19: B2_LOCK_CSV = ROCA / ""idare_scientific_direction_lock_current_locked_baselines.csv"" || L26: OUT_SUBJECT = ROCA / f""{OUT_PREFIX}_subject_stats.csv"" || L27: OUT_FAILURE = ROCA / f""{OUT_PREFIX}_failure_subjects.csv"" || L28: OUT_VALIDATION = ROCA / f""{OUT_PREFIX}_locked_baseline_validation.csv"" || L35: PRACTICAL_RMSE_LIFT = 0.02 || L97: def rmse(y_true: np.ndarray, y_pred: np.ndarray) -> float: || L104: def pearson(y_true: np.ndarray, y_pred: np.ndarray) -> float: || L139: def find_subject_col(df: pd.DataFrame) -> str:",11
scripts/roca/05am_idare_physiology_assisted_calibration_sample_reduction.py,25061,0.0239,"representation,gpu","acc,rmse,loss,arousal,subject,test,baseline","L18: MATCH_TOLERANCE_RMSE = 0.02 || L27: p.add_argument(""--match-tolerance-rmse"", type=float, default=MATCH_TOLERANCE_RMSE) || L112: def normalize_subject_col(df: pd.DataFrame) -> tuple[pd.DataFrame, str]: || L113: c = find_col(df, [""subject_id"", ""subject"", ""participant_id"", ""participant"", ""subj"", ""test_subject""], required=True, label=""subject id"") || L115: out[""__subject_id__""] = out[c].astype(str) || L116: return out, ""__subject_id__"" || L147: def pick_rmse_col(df: pd.DataFrame, *, purpose: str) -> str: || L148: return find_col(df, [""rmse"", ""candidate_rmse"", ""subject_rmse"", ""model_rmse"", ""best_rmse"", ""residual_rmse""], required=True, label=f""RMSE for {purpose}"") or """"",11
scripts/roca/05j_eeg_gaussian_broader_fold_diagnostic.py,20398,0.0195,loso,"accuracy,acc,rmse,mae,pearson,subject,fold,test,baseline","L18: FOLD_CSV = ROCA_DIR / ""eeg_gaussian_broader_smoke_fold_summary_current.csv"" || L20: OUT_MD = ROCA_DIR / ""eeg_gaussian_broader_fold_diagnostic_current.md"" || L21: OUT_JSON = ROCA_DIR / ""eeg_gaussian_broader_fold_diagnostic_current.json"" || L22: OUT_FOLD_METRICS = ROCA_DIR / ""eeg_gaussian_broader_fold_diagnostic_metrics_current.csv"" || L23: OUT_CONFIG_SUMMARY = ROCA_DIR / ""eeg_gaussian_broader_fold_diagnostic_config_summary_current.csv"" || L29: BASELINE_MODEL = ""stimulus_only"" || L57: def pearson(y, p): || L101: ""mae"": safe_float(np.mean(np.abs(err))),",11
docs/roca/deviation_and_disagreement_current.json,20040,0.0191,loso,"accuracy,acc,rmse,mae,f1,pearson,valence,arousal,subject","L3: ""protocol"": ""strict LOSO stimulus-only residual analysis"", || L4: ""note"": ""true_deviation_from_train_stimulus_mean is y_true minus train-subject stimulus mean for the same stimulus. It is the residual that physiology models should try to predict."", || L6: ""valence"": { || L9: ""mae"": 1.02206541218638, || L10: ""rmse"": 1.257773694673858, || L11: ""pearson"": 0.8663072234664694, || L13: ""accuracy"": 0.8878968253968254, || L14: ""balanced_accuracy"": 0.8921891291536335,",11
scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_calibration_protocol_objective.sh,19795,0.0189,"representation,loso","accuracy,acc,f1,subject,fold,test,validation","L34: echo ""===== 2) create calibration-subject review closeout + calibration protocol objective ====="" || L41: REVIEW_MD = DOCS / ""idare_calibration_subject_generalization_review_status.md"" || L42: REVIEW_JSON = DOCS / ""idare_calibration_subject_generalization_review_status.json"" || L51: DOCS / ""idare_calibration_subject_generalization_report.md"", || L52: DOCS / ""idare_calibration_subject_generalization_report.json"", || L53: DOCS / ""idare_calibration_subject_threshold_summary.csv"", || L54: DOCS / ""idare_subject_difficulty_ranking.csv"", || L56: DOCS / ""idare_calibration_and_subject_generalization_objective.md"",",11
scripts/idare/archive_or_reconstructed/from_downloads_bundle/fixes/fix_idare_minimal_subject_relative_preprocessed_training_report.sh,19243,0.0184,"representation,loso","accuracy,acc,f1,valence,arousal,subject,fold",L29: docs/idare_subject_relative_preprocessed_minimal_eeg_primary.md \ || L30: docs/idare_subject_relative_preprocessed_minimal_eeg_primary.json \ || L31: docs/idare_subject_relative_preprocessed_minimal_eeg_primary_predictions.csv \ || L32: docs/idare_subject_relative_preprocessed_minimal_emg_primary.md \ || L33: docs/idare_subject_relative_preprocessed_minimal_emg_primary.json \ || L34: docs/idare_subject_relative_preprocessed_minimal_emg_primary_predictions.csv \ || L35: docs/idare_minimal_subject_relative_preprocessed_training_objective.md \ || L36: docs/idare_minimal_subject_relative_preprocessed_training_objective.json \,11
docs/roca/eeg_oracle_arch_ablation_valence_current.md,19075,0.0182,,"accuracy,acc,rmse,f1,pearson,loss,valence,subject,fold,test,baseline","L1: # ROCA EEG Oracle Architecture Ablation - valence || L3: This report tests architecture-internal ablations of the existing EEGSegmentClassifier/EEGSegmentEncoder. || L7: - target: `valence` || L8: - cache: `baseline_corrected` || L10: - oracle_test_checkpoint_selection: `true` || L12: - max_folds: `63` || L16: ## Best EEG configs by RMSE lift, then dev_pearson || L18: | arch_config | augmentation_config | target | model | n | rmse | lift_vs_stimulus_rmse | balanced_accuracy | lift_vs_stimulus_balanced_accuracy | macro_f1 | auroc | lift_vs_stimulus_auroc | dev_rmse | dev_pearson | p...",11
docs/roca/eeg_oracle_arch_ablation_arousal_current.md,19006,0.0181,,"accuracy,acc,rmse,f1,pearson,loss,arousal,subject,fold,test,baseline","L1: # ROCA EEG Oracle Architecture Ablation - arousal || L3: This report tests architecture-internal ablations of the existing EEGSegmentClassifier/EEGSegmentEncoder. || L7: - target: `arousal` || L8: - cache: `baseline_corrected` || L10: - oracle_test_checkpoint_selection: `true` || L12: - max_folds: `63` || L16: ## Best EEG configs by RMSE lift, then dev_pearson || L18: | arch_config | augmentation_config | target | model | n | rmse | lift_vs_stimulus_rmse | balanced_accuracy | lift_vs_stimulus_balanced_accuracy | macro_f1 | auroc | lift_vs_stimulus_auroc | dev_rmse | dev_pearson | p...",11
docs/idare_eeg_bsl_stats_ablation_status.json,17754,0.0169,"representation,neural","accuracy,acc,f1,valence,arousal,fold,baseline","L4: ""mainline_input"": ""existing baseline-corrected STIM-BSL EEG response cache"", || L8: ""valence"": { || L9: ""path"": ""docs/idare_eeg_bsl_stats_valence_ablation_smoke.json"", || L11: ""eeg_npy"": "".cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy"", || L12: ""eeg_index"": "".cache/idare_eeg_cache_index_baseline_corrected.csv"", || L27: ""valence"" || L33: ""folds"": 6, || L43: ""representation"": ""baseline-corrected STIM-BSL EEG response cache + compact BSL stats sidecar"",",11
scripts/idare/archive_or_reconstructed/from_downloads_bundle/objectives/create_idare_failure_analysis_objective.sh,15088,0.0144,loso,"accuracy,acc,f1,loss,valence,arousal,subject,fold,baseline","L86: ""docs/idare_single_modality_bsl_stats_vs_baseline_comparison.md"", || L87: ""docs/idare_single_modality_bsl_stats_vs_baseline_review_status.md"", || L103: ""Given the completed broader single-modality and label-policy matrices, which modality/task/fold/policy/recipe "" || L107: ""Which folds and subjects are consistently weak across EEG and EMG?"", || L108: ""Which runs fail to beat majority baseline on macro-F1, balanced accuracy, or both?"", || L109: ""Are failures driven by class imbalance, one-class prediction collapse, probability calibration/threshold issues, or fold-specific subject effects?"", || L110: ""Do EEG and EMG fail on the same folds, suggesting dataset/split difficulty, or on different folds, suggesting possible complementary errors?"", || L111: ""Does threshold tuning improve macro-F1 without creating unstable one-class predictions?"",",11
docs/roca/idare_high_disagreement_direct_deviation_challenge_current.md,12374,0.0118,representation,"acc,rmse,pearson,loss,valence,arousal,subject,test,baseline",L3: This audit asks whether fixed EEG/EMG feature blocks predict residuals specifically where the subject rating deviates strongly from the stimulus prior. || L5: Residual target: `rating - train_stimulus_mean`. The zero-residual baseline is the stimulus-only prediction. || L9: | target | decision | quantile | best_block | best_model | n | subjects | abs_residual_threshold | stimulus_residual_rmse_on_subset | best_model_residual_rmse_on_subset | best_lift_vs_zero_residual_rmse | best_residua... || L11: | arousal | GO_HIGH_DISAGREEMENT_DIRECT_DEVIATION_PHYSIOLOGY | 0.750000 | eeg_bandpower | physio_eeg_bandpower_ridge | 508 | 63 | 2.209677 | 3.240139 | 3.168414 | 0.071725 | 0.212972 | 0.557087 | 35 | 28 | 7 | -0.0995... || L12: | valence | WEAK_HIGH_DISAGREEMENT_SIGNAL_NEEDS_CONFIRMATION | 0.750000 | emg_lagged_interaction_experimental | physio_emg_lagged_interaction_experimental_ridge | 505 | 63 | 1.435484 | 2.118605 | 2.116596 | 0.002009 |... || L17: | target | quantile | abs_residual_threshold | n_samples | n_subjects | stimulus_residual_rmse_on_subset | mean_abs_residual_on_subset | || L19: | arousal | 0.500000 | 1.427419 | 1008 | 63 | 2.622719 | 2.452125 | || L20: | arousal | 0.750000 | 2.209677 | 508 | 63 | 3.240139 | 3.120237 |,11
docs/idare_eeg_cache_recipe_stabilization_summary.md,9923,0.0095,loso,"accuracy,acc,f1,valence,arousal,fold,test,validation,baseline","L5: Latest status checkpoint at the time this summary was prepared: || L24: - Every new script, training recipe, or experiment runner must be smoke-tested first. || L25: - Do not jump to full LOSO/final/full experiments before smoke results are reviewed. || L35: The script now supports cache-only recipe smoke testing with: || L44: - macro F1 || L45: - balanced accuracy || L46: - accuracy || L49: - majority baseline",11
docs/roca/idare_high_disagreement_direct_deviation_confirmatory_stats_current.md,9334,0.0089,representation,"acc,rmse,pearson,loss,valence,arousal,subject,test,baseline","L3: This report locks the exploratory 05aj high-disagreement physiology signal and tests it with paired subject-level bootstrap, sign-flip, sign-test, and residual-prediction permutation checks. || L5: Positive improvement means `zero residual baseline RMSE - physiology residual-model RMSE`; positive is good for physiology. || L9: | target | decision | quantile | feature_block | model | n | subjects | baseline_residual_rmse | model_residual_rmse | pooled_lift_vs_zero_residual_rmse | residual_pearson | residual_sign_acc | mean_subject_improvemen... || L11: | arousal | GO_CONFIRMED_HIGH_DISAGREEMENT_PHYSIOLOGY | 0.750000 | eeg_bandpower | physio_eeg_bandpower_ridge | 508 | 63 | 3.240139 | 3.168414 | 0.071725 | 0.212972 | 0.557087 | 0.099588 | 0.010963 | 0.018849 | 4.9997... || L12: | valence | WEAK_OR_NO_GO_HIGH_DISAGREEMENT_PHYSIOLOGY | 0.750000 | emg_lagged_interaction_experimental | physio_emg_lagged_interaction_experimental_ridge | 505 | 63 | 2.118605 | 2.116596 | 0.002009 | 0.047266 | 0.487... || L17: | target | quantile | feature_block | model | n | baseline_residual_rmse | model_residual_rmse | pooled_lift_vs_zero_residual_rmse | residual_pearson | residual_sign_acc | ci95_low_mean_subject_improvement | signflip_... || L19: | arousal | 0.500000 | eeg_bandpower | physio_eeg_bandpower_ridge | 1008 | 2.622719 | 2.588825 | 0.033894 | 0.172998 | 0.548611 | -0.025493 | 0.127294 | 4.999750e-05 | 33 | 30 | 3 | False | || L20: | arousal | 0.750000 | eeg_bandpower | physio_eeg_bandpower_ridge | 508 | 3.240139 | 3.168414 | 0.071725 | 0.212972 | 0.557087 | 0.010963 | 0.018849 | 4.999750e-05 | 35 | 28 | 7 | True |",11
